raw_brand_value,script,product_count,normalized_value,method,cluster_id,proposed_canonical_slug,proposed_canonical_display,cluster_min_confidence,needs_review,reviewer_decision,notes
مازولا,arabic,7,مازولا,singleton,,brand_cacde8bc86,مازولا,100.0,False,,
مان-زون,arabic,7,مان-زون,singleton,,brand_33914d5c84,مان-زون,100.0,False,,
ميلكا,arabic,7,ميلكا,singleton,,brand_cad0e58154,ميلكا,100.0,False,,
هوهو,arabic,7,هوهو,singleton,,brand_8055b796d3,هوهو,100.0,False,,
هيلثى ميل,arabic,7,هيلثي ميل,singleton,,brand_c652db1b95,هيلثى ميل,100.0,False,,
Al Khair,latin,6,al khair,singleton,,al_khair,Al Khair,100.0,False,,
Altaheya,latin,6,altaheya,fuzzy_cluster,c17,altahya,Altahya,93.3,True,approve,
Amira,latin,6,amira,singleton,,amira,Amira,100.0,False,,
Arix,latin,6,arix,singleton,,arix,Arix,100.0,False,,
Audicare,latin,6,audicare,singleton,,audicare,Audicare,100.0,False,,
B-White,latin,6,b-white,singleton,,b_white,B-White,100.0,False,,
Bake Rolls,latin,6,bake rolls,singleton,,bake_rolls,Bake Rolls,100.0,False,,
Bimbo,latin,6,bimbo,singleton,,bimbo,Bimbo,100.0,False,,
Bright Stars,latin,6,bright stars,singleton,,bright_stars,Bright Stars,100.0,False,,
Catchy,latin,6,catchy,singleton,,catchy,Catchy,100.0,False,,
Cheesy Discs,latin,6,cheesy discs,singleton,,cheesy_discs,Cheesy Discs,100.0,False,,
Cliven,latin,6,cliven,singleton,,cliven,Cliven,100.0,False,,
Consul,latin,6,consul,singleton,,consul,Consul,100.0,False,,
Cornexi,latin,6,cornexi,singleton,,cornexi,Cornexi,100.0,False,,
Crisbiss,latin,6,crisbiss,singleton,,crisbiss,Crisbiss,100.0,False,,
Dash,latin,6,dash,singleton,,dash,Dash,100.0,False,,
Dobele,latin,6,dobele,singleton,,dobele,Dobele,100.0,False,,
Downy,latin,6,downy,singleton,,downy,Downy,100.0,False,,
Dr.Salt,latin,6,dr.salt,singleton,,dr_salt,Dr.Salt,100.0,False,,
Egipsy,latin,6,egipsy,singleton,,egipsy,Egipsy,100.0,False,,
Egypt Gardens,latin,6,egypt gardens,singleton,,egypt_gardens,Egypt Gardens,100.0,False,,
El Helal Maid,latin,6,el helal maid,singleton,,el_helal_maid,El Helal Maid,100.0,False,,
El Tawoos,latin,6,el tawoos,fuzzy_cluster,c4,el_tawoos,El Tawoos,94.1,True,approve,
Elledi,latin,6,elledi,singleton,,elledi,Elledi,100.0,False,,
Green House,latin,6,green house,singleton,,green_house,Green House,100.0,False,,
Hersheys,latin,6,hersheys,singleton,,hersheys,Hersheys,100.0,False,,
Hong,latin,6,hong,singleton,,hong,Hong,100.0,False,,
Intesa,latin,6,intesa,singleton,,intesa,Intesa,100.0,False,,
Kamara,latin,6,kamara,singleton,,kamara,Kamara,100.0,False,,
Katakito,latin,6,katakito,singleton,,katakito,Katakito,100.0,False,,
Lebnany,latin,6,lebnany,singleton,,lebnany,Lebnany,100.0,False,,
Loro,latin,6,loro,singleton,,loro,Loro,100.0,False,,
Merba,latin,6,merba,singleton,,merba,Merba,100.0,False,,
Mighty,latin,6,mighty,singleton,,mighty,Mighty,100.0,False,,
Misr Cafe,latin,6,misr cafe,singleton,,misr_cafe,Misr Cafe,100.0,False,,
Mixy,latin,6,mixy,singleton,,mixy,Mixy,100.0,False,,
Ogx,latin,6,ogx,singleton,,ogx,Ogx,100.0,False,,
Oujaj,latin,6,oujaj,singleton,,oujaj,Oujaj,100.0,False,,
Paldo,latin,6,paldo,singleton,,paldo,Paldo,100.0,False,,
Palmairs,latin,6,palmairs,singleton,,palmairs,Palmairs,100.0,False,,
Pinar,latin,6,pinar,singleton,,pinar,Pinar,100.0,False,,
Pledge,latin,6,pledge,singleton,,pledge,Pledge,100.0,False,,
Poinner,latin,6,poinner,singleton,,poinner,Poinner,100.0,False,,
Puffitos,latin,6,puffitos,singleton,,puffitos,Puffitos,100.0,False,,
Rana,latin,6,rana,singleton,,rana,Rana,100.0,False,,
Rany,latin,6,rany,singleton,,rany,Rany,100.0,False,,
Rio Mare,latin,6,rio mare,singleton,,rio_mare,Rio Mare,100.0,False,,
Solingen,latin,6,solingen,singleton,,solingen,Solingen,100.0,False,,
Splash,latin,6,splash,singleton,,splash,Splash,100.0,False,,
Sunbites,latin,6,sunbites,singleton,,sunbites,Sunbites,100.0,False,,
Ta7Bisha,latin,6,ta7bisha,singleton,,ta7bisha,Ta7Bisha,100.0,False,,
Three Stars,latin,6,three stars,singleton,,three_stars,Three Stars,100.0,False,,
Windex,latin,6,windex,singleton,,windex,Windex,100.0,False,,
Zabado,latin,6,zabado,singleton,,zabado,Zabado,100.0,False,,
اريكس,arabic,6,اريكس,singleton,,brand_683f864391,اريكس,100.0,False,,
الليدى,arabic,6,الليدي,singleton,,brand_ce79da3a03,الليدى,100.0,False,,
اميرة,arabic,6,اميرة,singleton,,brand_b75e4bca95,اميرة,100.0,False,,
انتيسا,arabic,6,انتيسا,singleton,,brand_5f9dc06840,انتيسا,100.0,False,,
اوجاج,arabic,6,اوجاج,singleton,,brand_f21156e8b7,اوجاج,100.0,False,,
اوجكس,arabic,6,اوجكس,singleton,,brand_27aaa3f849,اوجكس,100.0,False,,
بالدو,arabic,6,بالدو,singleton,,brand_a5c27e2bb7,بالدو,100.0,False,,
بليدج,arabic,6,بليدج,singleton,,brand_c584de79c6,بليدج,100.0,False,,
بى-وايت,arabic,6,بي-وايت,singleton,,brand_1f63599cbf,بى-وايت,100.0,False,,
بيمبو,arabic,6,بيمبو,singleton,,brand_ce979dbc05,بيمبو,100.0,False,,
بينار,arabic,6,بينار,singleton,,brand_2d9dbe87be,بينار,100.0,False,,
تشيز ديسكس,arabic,6,تشيز ديسكس,singleton,,brand_834fa6b2db,تشيز ديسكس,100.0,False,,
جرين هوس,arabic,6,جرين هوس,singleton,,brand_23b9310cf3,جرين هوس,100.0,False,,
داونى,arabic,6,داوني,singleton,,brand_d0ad5c8809,داونى,100.0,False,,
رانا,arabic,6,رانا,singleton,,brand_40c9c9aa9d,رانا,100.0,False,,
ريو مار,arabic,6,ريو مار,singleton,,brand_2816aac4cb,ريو مار,100.0,False,,
زبادو,arabic,6,زبادو,singleton,,brand_4b6bcdb6b6,زبادو,100.0,False,,
صن بيتس,arabic,6,صن بيتس,singleton,,brand_94dbbbb4d4,صن بيتس,100.0,False,,
كتاكيتو,arabic,6,كتاكيتو,singleton,,brand_dc3c64dfb2,كتاكيتو,100.0,False,,
كريسبيس,arabic,6,كريسبيس,singleton,,brand_a9d838cb40,كريسبيس,100.0,False,,
كليڤن,arabic,6,كليڤن,singleton,,brand_7066b3a0da,كليڤن,100.0,False,,
كمارا,arabic,6,كمارا,singleton,,brand_21c33dc822,كمارا,100.0,False,,
كورنيكسى,arabic,6,كورنيكسي,singleton,,brand_f3d067b231,كورنيكسى,100.0,False,,
كونصول,arabic,6,كونصول,singleton,,brand_8d1d80fcaa,كونصول,100.0,False,,
لورو,arabic,6,لورو,singleton,,brand_b36ec687b8,لورو,100.0,False,,
مصر كافيه,arabic,6,مصر كافيه,singleton,,brand_b040c3f7d3,مصر كافيه,100.0,False,,
ميربا,arabic,6,ميربا,singleton,,brand_3a824b7d77,ميربا,100.0,False,,
هرشيز,arabic,6,هرشيز,singleton,,brand_54f00a9ffe,هرشيز,100.0,False,,
وينديكس,arabic,6,وينديكس,singleton,,brand_9f496bb564,وينديكس,100.0,False,,
Abo Alwalad,latin,5,abo alwalad,singleton,,abo_alwalad,Abo Alwalad,100.0,False,,
Aqua Delta,latin,5,aqua delta,singleton,,aqua_delta,Aqua Delta,100.0,False,,
Aquafina,latin,5,aquafina,singleton,,aquafina,Aquafina,100.0,False,,
Archos,latin,5,archos,singleton,,archos,Archos,100.0,False,,
Ashha,latin,5,ashha,singleton,,ashha,Ashha,100.0,False,,
Astra,latin,5,astra,singleton,,astra,Astra,100.0,False,,
Bahi,latin,5,bahi,singleton,,bahi,Bahi,100.0,False,,
Bounty,latin,5,bounty,singleton,,bounty,Bounty,100.0,False,,
Brylcreem,latin,5,brylcreem,singleton,,brylcreem,Brylcreem,100.0,False,,
Carroten,latin,5,carroten,singleton,,carroten,Carroten,100.0,False,,
Coffee Break,latin,5,coffee break,singleton,,coffee_break,Coffee Break,100.0,False,,
Durex,latin,5,durex,singleton,,durex,Durex,100.0,False,,
Fairy,latin,5,fairy,singleton,,fairy,Fairy,100.0,False,,
Golden Breeze,latin,5,golden breeze,singleton,,golden_breeze,Golden Breeze,100.0,False,,
Helal,latin,5,helal,singleton,,helal,Helal,100.0,False,,
Honig Ozbal,latin,5,honig ozbal,singleton,,honig_ozbal,Honig Ozbal,100.0,False,,
Johnson,latin,5,johnson,singleton,,johnson,Johnson,100.0,False,,
Joy,latin,5,joy,singleton,,joy,Joy,100.0,False,,
Khoshala,latin,5,khoshala,singleton,,khoshala,Khoshala,100.0,False,,
Labello,latin,5,labello,singleton,,labello,Labello,100.0,False,,
Lindt,latin,5,lindt,singleton,,lindt,Lindt,100.0,False,,
Munchy,latin,5,munchy,singleton,,munchy,Munchy,100.0,False,,
Nice Life,latin,5,nice life,singleton,,nice_life,Nice Life,100.0,False,,
Olay,latin,5,olay,singleton,,olay,Olay,100.0,False,,
Ors,latin,5,ors,singleton,,ors,Ors,100.0,False,,
Pico,latin,5,pico,singleton,,pico,Pico,100.0,False,,
Popz,latin,5,popz,singleton,,popz,Popz,100.0,False,,
Snips,latin,5,snips,singleton,,snips,Snips,100.0,False,,
Sunny,latin,5,sunny,singleton,,sunny,Sunny,100.0,False,,
Tang,latin,5,tang,singleton,,tang,Tang,100.0,False,,
أبو الولد,arabic,5,ابو الولد,singleton,,brand_84568ae126,أبو الولد,100.0,False,,
ارتشوس,arabic,5,ارتشوس,singleton,,brand_94b16e04e2,ارتشوس,100.0,False,,
استرا,arabic,5,استرا,singleton,,brand_2bc4b69cff,استرا,100.0,False,,
اشهى,arabic,5,اشهي,singleton,,brand_d37c4e8007,اشهى,100.0,False,,
اكوا دلتا,arabic,5,اكوا دلتا,singleton,,brand_8b81cd03d0,اكوا دلتا,100.0,False,,
اكوافينا,arabic,5,اكوافينا,singleton,,brand_ca8a799de7,اكوافينا,100.0,False,,
الطاووس,arabic,5,الطاووس,singleton,,brand_42404ef870,الطاووس,100.0,False,,
اولي,arabic,5,اولي,singleton,,brand_f336825c2d,اولي,100.0,False,,
اوه ار اس,arabic,5,اوه ار اس,singleton,,brand_6e2de01342,اوه ار اس,100.0,False,,
باهي,arabic,5,باهي,singleton,,brand_689834b505,باهي,100.0,False,,
بريل كريم,arabic,5,بريل كريم,singleton,,brand_1a1322ac49,بريل كريم,100.0,False,,
بوبز,arabic,5,بوبز,singleton,,brand_3378c02399,بوبز,100.0,False,,
بونتى,arabic,5,بونتي,singleton,,brand_3f02e30a2a,بونتى,100.0,False,,
بيكو,arabic,5,بيكو,singleton,,brand_e08a1fa6c9,بيكو,100.0,False,,
تانج,arabic,5,تانج,singleton,,brand_14d2eca550,تانج,100.0,False,,
جولدن بريز,arabic,5,جولدن بريز,singleton,,brand_e5c72ce48f,جولدن بريز,100.0,False,,
جونسون,arabic,5,جونسون,singleton,,brand_03b89e4856,جونسون,100.0,False,,
جوي,arabic,5,جوي,singleton,,brand_871d75b6a6,جوي,100.0,False,,
خشالة,arabic,5,خشالة,singleton,,brand_00f755e887,خشالة,100.0,False,,
ديروكس,arabic,5,ديروكس,singleton,,brand_4df6dd9fe3,ديروكس,100.0,False,,
سنيبس,arabic,5,سنيبس,singleton,,brand_8c606d8fbc,سنيبس,100.0,False,,
صانى,arabic,5,صاني,singleton,,brand_e383f80af5,صانى,100.0,False,,
فيرى,arabic,5,فيري,singleton,,brand_41b948773f,فيرى,100.0,False,,
كاروتن,arabic,5,كاروتن,singleton,,brand_9cb656fb99,كاروتن,100.0,False,,
كوفى بريك,arabic,5,كوفي بريك,singleton,,brand_d387198085,كوفى بريك,100.0,False,,
لابولو,arabic,5,لابولو,singleton,,brand_bdd5ebf84d,لابولو,100.0,False,,
ليندت,arabic,5,ليندت,singleton,,brand_1764be85c4,ليندت,100.0,False,,
مونشى,arabic,5,مونشي,singleton,,brand_e8de050760,مونشى,100.0,False,,
نيس ليف,arabic,5,نيس ليف,singleton,,brand_84affe01be,نيس ليف,100.0,False,,
هلال,arabic,5,هلال,singleton,,brand_58f0951448,هلال,100.0,False,,
هونيج اوزبل,arabic,5,هونيج اوزبل,singleton,,brand_dc3aa2a942,هونيج اوزبل,100.0,False,,
Abu Kass,latin,4,abu kass,singleton,,abu_kass,Abu Kass,100.0,False,,
Al Alwani,latin,4,al alwani,singleton,,al_alwani,Al Alwani,100.0,False,,
Al Tawoos,latin,4,al tawoos,singleton,,al_tawoos,Al Tawoos,100.0,False,,
Alyousr,latin,4,alyousr,singleton,,alyousr,Alyousr,100.0,False,,
Ballow,latin,4,ballow,singleton,,ballow,Ballow,100.0,False,,
Belhana,latin,4,belhana,singleton,,belhana,Belhana,100.0,False,,
Billington's,latin,4,billington's,singleton,,billington_s,Billington's,100.0,False,,
Bordonn,latin,4,bordonn,fuzzy_cluster,c26,bordonn,Bordonn,92.3,True,approve,
Bosch,latin,4,bosch,singleton,,bosch,Bosch,100.0,False,,
Clorets,latin,4,clorets,singleton,,clorets,Clorets,100.0,False,,
Colavita,latin,4,colavita,singleton,,colavita,Colavita,100.0,False,,
Deomania,latin,4,deomania,singleton,,deomania,Deomania,100.0,False,,
Diafa,latin,4,diafa,singleton,,diafa,Diafa,100.0,False,,
Dilmahh,latin,4,dilmahh,fuzzy_cluster,c22,dilmah,Dilmah,92.3,True,approve,
Doctor Skin,latin,4,doctor skin,singleton,,doctor_skin,Doctor Skin,100.0,False,,
Duck,latin,4,duck,singleton,,duck,Duck,100.0,False,,
Due Vittorie,latin,4,due vittorie,singleton,,due_vittorie,Due Vittorie,100.0,False,,
Dunlop,latin,4,dunlop,singleton,,dunlop,Dunlop,100.0,False,,
Duru Lady,latin,4,duru lady,singleton,,duru_lady,Duru Lady,100.0,False,,
El Sharouk,latin,4,el sharouk,singleton,,el_sharouk,El Sharouk,100.0,False,,
El Sherif,latin,4,el sherif,singleton,,el_sherif,El Sherif,100.0,False,,
Elle,latin,4,elle,singleton,,elle,Elle,100.0,False,,
Elmtbkh Elmasry,latin,4,elmtbkh elmasry,fuzzy_cluster,c23,elmatbakh_elmasry,Elmatbakh Elmasry,93.8,True,approve,
Enchantur,latin,4,enchantur,fuzzy_cluster,c21,enchanteur,Enchanteur,94.7,True,approve,
Evasmokers,latin,4,evasmokers,singleton,,evasmokers,Evasmokers,100.0,False,,
Ferrero Rocher,latin,4,ferrero rocher,singleton,,ferrero_rocher,Ferrero Rocher,100.0,False,,
Fersan,latin,4,fersan,singleton,,fersan,Fersan,100.0,False,,
Fiji,latin,4,fiji,singleton,,fiji,Fiji,100.0,False,,
Fine Foods,latin,4,fine foods,singleton,,fine_foods,Fine Foods,100.0,False,,
Fructis,latin,4,fructis,singleton,,fructis,Fructis,100.0,False,,
Glass,latin,4,glass,fuzzy_cluster,c10,glassy,Glassy,90.9,True,reject,
Gold Alex,latin,4,gold alex,singleton,,gold_alex,Gold Alex,100.0,False,,
Good Day,latin,4,good day,singleton,,good_day,Good Day,100.0,False,,
Haday,latin,4,haday,singleton,,haday,Haday,100.0,False,,
Hanem,latin,4,hanem,singleton,,hanem,Hanem,100.0,False,,
Herr'S,latin,4,herr's,singleton,,herr_s,Herr'S,100.0,False,,
Hi Food,latin,4,hi food,singleton,,hi_food,Hi Food,100.0,False,,
Hygienics,latin,4,hygienics,singleton,,hygienics,Hygienics,100.0,False,,
Indomie,latin,4,indomie,singleton,,indomie,Indomie,100.0,False,,
Karess,latin,4,karess,singleton,,karess,Karess,100.0,False,,
King,latin,4,king,singleton,,king,King,100.0,False,,
Kit Kat,latin,4,kit kat,singleton,,kit_kat,Kit Kat,100.0,False,,
Kohinoor,latin,4,kohinoor,singleton,,kohinoor,Kohinoor,100.0,False,,
Maltesers,latin,4,maltesers,singleton,,maltesers,Maltesers,100.0,False,,
Mario,latin,4,mario,singleton,,mario,Mario,100.0,False,,
Matey,latin,4,matey,singleton,,matey,Matey,100.0,False,,
Mauxion -Co,latin,4,mauxion -co,singleton,,mauxion_co,Mauxion -Co,100.0,False,,
Maxitol,latin,4,maxitol,singleton,,maxitol,Maxitol,100.0,False,,
Moby,latin,4,moby,singleton,,moby,Moby,100.0,False,,
Munchos,latin,4,munchos,singleton,,munchos,Munchos,100.0,False,,
Nachos,latin,4,nachos,singleton,,nachos,Nachos,100.0,False,,
Nahrain,latin,4,nahrain,singleton,,nahrain,Nahrain,100.0,False,,
Newzelanda Alhalob,latin,4,newzelanda alhalob,singleton,,newzelanda_alhalob,Newzelanda Alhalob,100.0,False,,
Nice,latin,4,nice,singleton,,nice,Nice,100.0,False,,
Nutty,latin,4,nutty,singleton,,nutty,Nutty,100.0,False,,
O.D.Gourmet,latin,4,o.d.gourmet,singleton,,o_d_gourmet,O.D.Gourmet,100.0,False,,
Olivia,latin,4,olivia,singleton,,olivia,Olivia,100.0,False,,
On Line,latin,4,on line,singleton,,on_line,On Line,100.0,False,,
Oriental,latin,4,oriental,singleton,,oriental,Oriental,100.0,False,,
Palmini,latin,4,palmini,singleton,,palmini,Palmini,100.0,False,,
R/Salgado,latin,4,r/salgado,singleton,,r_salgado,R/Salgado,100.0,False,,
Retaj,latin,4,retaj,singleton,,retaj,Retaj,100.0,False,,
Rich,latin,4,rich,singleton,,rich,Rich,100.0,False,,
Rico Chico,latin,4,rico chico,singleton,,rico_chico,Rico Chico,100.0,False,,
Riesen,latin,4,riesen,singleton,,riesen,Riesen,100.0,False,,
Riso Extra,latin,4,riso extra,singleton,,riso_extra,Riso Extra,100.0,False,,
Riviere,latin,4,riviere,singleton,,riviere,Riviere,100.0,False,,
Riviere D'Or,latin,4,riviere d'or,singleton,,riviere_d_or,Riviere D'Or,100.0,False,,
Ruparels,latin,4,ruparels,singleton,,ruparels,Ruparels,100.0,False,,
Slazenger,latin,4,slazenger,singleton,,slazenger,Slazenger,100.0,False,,
Solina,latin,4,solina,singleton,,solina,Solina,100.0,False,,
Sonbolet Elforat,latin,4,sonbolet elforat,fuzzy_cluster,c16,sonbolat_elforat,Sonbolat Elforat,90.3,True,approve,
Sweet Fitness,latin,4,sweet fitness,singleton,,sweet_fitness,Sweet Fitness,100.0,False,,
Syoss,latin,4,syoss,singleton,,syoss,Syoss,100.0,False,,
Tashkila,latin,4,tashkila,singleton,,tashkila,Tashkila,100.0,False,,
Tic Tac,latin,4,tic tac,singleton,,tic_tac,Tic Tac,100.0,False,,
Toffita,latin,4,toffita,singleton,,toffita,Toffita,100.0,False,,
Tomorrow,latin,4,tomorrow,singleton,,tomorrow,Tomorrow,100.0,False,,
V8,latin,4,v8,singleton,,v8,V8,100.0,False,,
Viali,latin,4,viali,fuzzy_cluster,c8,viali,Viali,90.9,True,approve,
Windows,latin,4,windows,singleton,,windows,Windows,100.0,False,,
Yaru,latin,4,yaru,singleton,,yaru,Yaru,100.0,False,,
ابوكاس,arabic,4,ابوكاس,singleton,,brand_bb31cfcd2a,ابوكاس,100.0,False,,
العلوانى,arabic,4,العلواني,singleton,,brand_b03815b48d,العلوانى,100.0,False,,
المطبخ المصرى,arabic,4,المطبخ المصري,singleton,,brand_29480d896b,المطبخ المصرى,100.0,False,,
اندومي,arabic,4,اندومي,singleton,,brand_723fbf537d,اندومي,100.0,False,,
انشانتر,arabic,4,انشانتر,singleton,,brand_1ee37f0c30,انشانتر,100.0,False,,
اوه.دى.جرومت,arabic,4,اوه.دي.جرومت,singleton,,brand_4103f16a93,اوه.دى.جرومت,100.0,False,,
ايفاسموكرز,arabic,4,ايفاسموكرز,singleton,,brand_647b44327c,ايفاسموكرز,100.0,False,,
بالمينى,arabic,4,بالميني,singleton,,brand_741d78e458,بالمينى,100.0,False,,
بيلينجتونز,arabic,4,بيلينجتونز,singleton,,brand_52177bd3ac,بيلينجتونز,100.0,False,,
توفيتا,arabic,4,توفيتا,singleton,,brand_e0b1bda673,توفيتا,100.0,False,,
تيك تاك,arabic,4,تيك تاك,singleton,,brand_55822d1304,تيك تاك,100.0,False,,
جود داى,arabic,4,جود داي,singleton,,brand_a98b2f9c91,جود داى,100.0,False,,
جولد الكس,arabic,4,جولد الكس,singleton,,brand_ad199356e0,جولد الكس,100.0,False,,
دو ڤيتورى,arabic,4,دو ڤيتوري,singleton,,brand_d9e0dd53eb,دو ڤيتورى,100.0,False,,
دورو ليدى,arabic,4,دورو ليدي,singleton,,brand_f894c92c22,دورو ليدى,100.0,False,,
دونلوب,arabic,4,دونلوب,singleton,,brand_ad1e4ba7b9,دونلوب,100.0,False,,
روبارلز,arabic,4,روبارلز,singleton,,brand_a38fc3dfff,روبارلز,100.0,False,,
ريسن,arabic,4,ريسن,singleton,,brand_1a160f2e92,ريسن,100.0,False,,
ريفير د'ور,arabic,4,ريفير د'ور,singleton,,brand_236b118a81,ريفير د'ور,100.0,False,,
سلازنجر,arabic,4,سلازنجر,singleton,,brand_12f8bb50ab,سلازنجر,100.0,False,,
سولينا,arabic,4,سولينا,singleton,,brand_0c6896cc69,سولينا,100.0,False,,
فاين فودز,arabic,4,فاين فودز,singleton,,brand_dad0b74a6c,فاين فودز,100.0,False,,
فرسان,arabic,4,فرسان,singleton,,brand_82d8ec5ce0,فرسان,100.0,False,,
فروكتيس,arabic,4,فروكتيس,singleton,,brand_e373884a9d,فروكتيس,100.0,False,,
فيجى,arabic,4,فيجي,singleton,,brand_934a9e714e,فيجى,100.0,False,,
فيريرو روشيه,arabic,4,فيريرو روشيه,singleton,,brand_8bb7371a91,فيريرو روشيه,100.0,False,,
كلورتس,arabic,4,كلورتس,singleton,,brand_fc1a92a36a,كلورتس,100.0,False,,
كولاڤيتا,arabic,4,كولاڤيتا,singleton,,brand_7c4f21a782,كولاڤيتا,100.0,False,,
كوهينور,arabic,4,كوهينور,singleton,,brand_8211036173,كوهينور,100.0,False,,
كيت كات,arabic,4,كيت كات,singleton,,brand_d34f222a0a,كيت كات,100.0,False,,
مالتيسيرز,arabic,4,مالتيسيرز,singleton,,brand_6fd388d588,مالتيسيرز,100.0,False,,
مونشس,arabic,4,مونشس,singleton,,brand_a0419838a4,مونشس,100.0,False,,
نهرين,arabic,4,نهرين,singleton,,brand_8dff762b46,نهرين,100.0,False,,
نوتى,arabic,4,نوتي,singleton,,brand_d066917908,نوتى,100.0,False,,
هاداى,arabic,4,هاداي,singleton,,brand_cabaa03b7c,هاداى,100.0,False,,
هانم,arabic,4,هانم,singleton,,brand_9e399f4b91,هانم,100.0,False,,
هاى فود,arabic,4,هاي فود,singleton,,brand_aaccba6b2d,هاى فود,100.0,False,,
هيرز,arabic,4,هيرز,singleton,,brand_24d65b9489,هيرز,100.0,False,,
يارو,arabic,4,يارو,singleton,,brand_36830fd404,يارو,100.0,False,,
Agromonte,latin,3,agromonte,singleton,,agromonte,Agromonte,100.0,False,,
Al Saa,latin,3,al saa,singleton,,al_saa,Al Saa,100.0,False,,
Alicafe,latin,3,alicafe,singleton,,alicafe,Alicafe,100.0,False,,
Alpecin,latin,3,alpecin,singleton,,alpecin,Alpecin,100.0,False,,
Arrid,latin,3,arrid,singleton,,arrid,Arrid,100.0,False,,
Bon Aroma,latin,3,bon aroma,singleton,,bon_aroma,Bon Aroma,100.0,False,,
Bon Bons,latin,3,bon bons,fuzzy_cluster,c27,bonbons,Bonbons,93.3,True,approve,
Brut,latin,3,brut,singleton,,brut,Brut,100.0,False,,
Dano,latin,3,dano,singleton,,dano,Dano,100.0,False,,
Dasani,latin,3,dasani,singleton,,dasani,Dasani,100.0,False,,
Doritos,latin,3,doritos,singleton,,doritos,Doritos,100.0,False,,
Emco,latin,3,emco,singleton,,emco,Emco,100.0,False,,
Fem,latin,3,fem,singleton,,fem,Fem,100.0,False,,
Fitnuts,latin,3,fitnuts,singleton,,fitnuts,Fitnuts,100.0,False,,
Flying Goose,latin,3,flying goose,singleton,,flying_goose,Flying Goose,100.0,False,,
Fripps,latin,3,fripps,singleton,,fripps,Fripps,100.0,False,,
Go On,latin,3,go on,singleton,,go_on,Go On,100.0,False,,
Grandos,latin,3,grandos,singleton,,grandos,Grandos,100.0,False,,
Hala,latin,3,hala,singleton,,hala,Hala,100.0,False,,
Haloub Almissalia,latin,3,haloub almissalia,singleton,,haloub_almissalia,Haloub Almissalia,100.0,False,,
Hanady,latin,3,hanady,singleton,,hanady,Hanady,100.0,False,,
Hedeya,latin,3,hedeya,singleton,,hedeya,Hedeya,100.0,False,,
Huggies,latin,3,huggies,singleton,,huggies,Huggies,100.0,False,,
Ideal,latin,3,ideal,singleton,,ideal,Ideal,100.0,False,,
Inecto,latin,3,inecto,singleton,,inecto,Inecto,100.0,False,,
Kenoz,latin,3,kenoz,singleton,,kenoz,Kenoz,100.0,False,,
Keshtah Mamlka,latin,3,keshtah mamlka,singleton,,keshtah_mamlka,Keshtah Mamlka,100.0,False,,
Kot Elkloub,latin,3,kot elkloub,singleton,,kot_elkloub,Kot Elkloub,100.0,False,,
Lal Qilla Majestic,latin,3,lal qilla majestic,singleton,,lal_qilla_majestic,Lal Qilla Majestic,100.0,False,,
Lavazza,latin,3,lavazza,singleton,,lavazza,Lavazza,100.0,False,,
Mars,latin,3,mars,singleton,,mars,Mars,100.0,False,,
Melitta,latin,3,melitta,singleton,,melitta,Melitta,100.0,False,,
Merci,latin,3,merci,singleton,,merci,Merci,100.0,False,,
Messori,latin,3,messori,singleton,,messori,Messori,100.0,False,,
Mobi,latin,3,mobi,singleton,,mobi,Mobi,100.0,False,,
Monopoly,latin,3,monopoly,singleton,,monopoly,Monopoly,100.0,False,,
Morfose,latin,3,morfose,singleton,,morfose,Morfose,100.0,False,,
Moro,latin,3,moro,singleton,,moro,Moro,100.0,False,,
Nairns,latin,3,nairns,singleton,,nairns,Nairns,100.0,False,,
Pearl River Bridge,latin,3,pearl river bridge,singleton,,pearl_river_bridge,Pearl River Bridge,100.0,False,,
Pectol,latin,3,pectol,singleton,,pectol,Pectol,100.0,False,,
Power Horse,latin,3,power horse,singleton,,power_horse,Power Horse,100.0,False,,
Roshen,latin,3,roshen,singleton,,roshen,Roshen,100.0,False,,
Safia's,latin,3,safia's,singleton,,safia_s,Safia's,100.0,False,,
Santal,latin,3,santal,singleton,,santal,Santal,100.0,False,,
Schick,latin,3,schick,singleton,,schick,Schick,100.0,False,,
Strepsils,latin,3,strepsils,singleton,,strepsils,Strepsils,100.0,False,,
Swiss Foods,latin,3,swiss foods,singleton,,swiss_foods,Swiss Foods,100.0,False,,
Tabasco,latin,3,tabasco,singleton,,tabasco,Tabasco,100.0,False,,
Tambo,latin,3,tambo,singleton,,tambo,Tambo,100.0,False,,
Tampexs,latin,3,tampexs,singleton,,tampexs,Tampexs,100.0,False,,
Tea Break,latin,3,tea break,singleton,,tea_break,Tea Break,100.0,False,,
Varvello,latin,3,varvello,singleton,,varvello,Varvello,100.0,False,,
Vialli,latin,3,vialli,fuzzy_cluster,c8,viali,Viali,90.9,True,approve,
Wonder Ville,latin,3,wonder ville,singleton,,wonder_ville,Wonder Ville,100.0,False,,
اجرومونت,arabic,3,اجرومونت,singleton,,brand_44d97fc3ce,اجرومونت,100.0,False,,
اريد,arabic,3,اريد,singleton,,brand_32c21e6df2,اريد,100.0,False,,
البيسان,arabic,3,البيسان,singleton,,brand_2d59986740,البيسان,100.0,False,,
الساعه,arabic,3,الساعه,singleton,,brand_03fbf34f34,الساعه,100.0,False,,
ايدل,arabic,3,ايدل,singleton,,brand_a127e18272,ايدل,100.0,False,,
